"Callsign","Origin","Destination","FuelBurn","TrackMiles","AircraftType","RoutingType","Scenario","Runway","Waypoint","Airport"
"F_VLG6737","LDDU","LIRF",1656.88,171.10001,"A320(MEDIUM)","Departure","PBN","1","KATTI","LDDU"
"F_TVS1DE","LKPR","LDSP",926,214.10001,"B739(MEDIUM)","Arrival","PBN","1","DARZA","LDSP"
"F_AUA731D","LOWW","LDDU",1069.48,284.20001,"A320(MEDIUM)","Arrival","PBN","1","KOPRY","LDDU"
"F_AFL2041","LDZA","UUEE",1119.68,79.8,"A320(MEDIUM)","Departure","PBN","1","KOPRY","LDZA"
"F_RYR6947","LDRI","EBCI",1560.67,114.8,"B738(MEDIUM)","Departure","PBN","1","ALIVO","LDRI"
"F_BEL2AX","EBBR","LDSP",792.23,234.89999,"A320(MEDIUM)","Arrival","PBN","1","LABIN","LDSP"
"F_EIN47W","LDDU","EIDW",3099.97,345.70001,"A321(MEDIUM)","Departure","PBN","1","PEVAL.1","LDDU"
"F_AUA683V","LOWW","LDZA",330.8,109.8,"DH8D(MEDIUM)","Arrival","PBN","1","KOPRY","LDZA"
"F_EZY4739","EDDB","LDPL",524.87,186.8,"A319(MEDIUM)","Arrival","PBN","1","OUTSIDE.FIR.NE","LDPL"
"F_IBK5DH","LDDU","EFHK",1367.85,90.1,"B738(MEDIUM)","Departure","PBN","1","MOKUN","LDDU"
"F_STK18P","EGMC","LDZD",538.4,178.10001,"E195(MEDIUM)","Arrival","PBN","1","GIRDA","LDZD"
"F_N474CG#2","LDPL","LSZH",118.22,113.7,"EA50(MEDIUM)","Departure","PBN","1","GIRDA","LDPL"
"F_AFR26EH","LFPG","LDZA",287.02,94.6,"A320(MEDIUM)","Arrival","PBN","1","ARGOM","LDZA"
"F_AUA745","LOWW","LDSP",818.72,227.7,"A320(MEDIUM)","Arrival","PBN","1","KOPRY","LDSP"
"F_CTN412","LDSP","EDDF",1966.42,247.89999,"A319(MEDIUM)","Departure","PBN","1","PEVAL.1","LDSP"
"F_EZS59YK","LDSP","LSGG",1986.55,220.5,"A320(MEDIUM)","Departure","PBN","1","BAXON","LDSP"
"F_CTN442T","LDSB","LOWG",882.85,245,"DH8D(MEDIUM)","Departure","PBN","1","LOWG","LDSB"
"F_CTN4483","EKCH","LDSP",808.98,227.7,"A320(MEDIUM)","Arrival","PBN","1","KOPRY","LDSP"
"F_SBI930","LDPL","UUDD",1454.1,123.7,"A320(MEDIUM)","Departure","PBN","1","ALIVO","LDPL"
"F_TDR9275","LDDU","LOWK",1987.47,326.60001,"F100(MEDIUM)","Departure","PBN","1","DARZA","LDDU"
"F_VOE22KT","LFBD","LDDU",854.63,251.2,"B712(MEDIUM)","Arrival","PBN","1","TORPO","LDDU"
"F_ASL38F","LYBE","LDPL",733.97,321.89999,"AT72(MEDIUM)","Arrival","PBN","1","VEBAR","LDPL"
"F_EXS96B","LDDU","EGCC",3903.27,353.60001,"B752(MEDIUM)","Departure","PBN","1","ROTAR","LDDU"
"F_ASL70W","LYBE","LDDU",434.62,115.5,"A319(MEDIUM)","Arrival","PBN","1","MOKUN","LDDU"
"F_LOT582","LDZD","EPWA",1304.15,161.7,"E195(MEDIUM)","Departure","PBN","1","DARZA","LDZD"
"F_BAW681D","LDDU","EGKK",2566.85,345.79999,"A320(MEDIUM)","Departure","PBN","1","PEVAL.1","LDDU"
"F_VLG6732","LIRF","LDSP",476.17,161.7,"A320(MEDIUM)","Arrival","PBN","1","TORPO","LDSP"
"F_EZY64GM","LDSP","LFPG",1930.25,210.7,"A320(MEDIUM)","Departure","PBN","1","BAXON","LDSP"
"F_EZY32XU","EHAM","LDSP",906.65,245.8,"A320(MEDIUM)","Arrival","PBN","1","BUSET","LDSP"
"F_EXS79CX","LDDU","EGSS",5217.98,326.10001,"B763(MEDIUM)","Departure","PBN","1","DARZA","LDDU"
"F_EXS916","LDSP","EGCC",2284.12,248.10001,"B738(MEDIUM)","Departure","PBN","1","PEVAL.1","LDSP"
"F_AFR59EP","LFPG","LDDU",1115.02,322.70001,"A319(MEDIUM)","Arrival","PBN","1","LABIN","LDDU"
"F_EZS52HP","LDPL","LFSB",1288,101.6,"A320(MEDIUM)","Departure","PBN","1","PEVAL","LDPL"
"F_AHO247Y","LDDU","LRCK",234.3,78,"C56X(MEDIUM)","Departure","PBN","1","MOKUN","LDDU"
"F_DLH4KW","LDZA","EDDM",900.92,115.3,"CRJ9(MEDIUM)","Departure","PBN","1","PODET","LDZA"
"F_PHHRK","LGAV","LDZA",207.35,265.20001,"P180(MEDIUM)","Arrival","PBN","1","PERAN","LDZA"
"F_HBFWZ#2","LDDU","LSGL",158.38,171,"PC12(MEDIUM)","Departure","PBN","1","KATTI","LDDU"
"F_CTN432","LDSP","EDDT",1926.95,238.39999,"A319(MEDIUM)","Departure","PBN","1","ALIVO","LDSP"
"F_N786XJ","LFMN","LDZD",202.75,129.7,"C750(MEDIUM)","Arrival","PBN","1","TORPO","LDZD"
"F_EDW449","LDSP","LSZH",2108.28,247.89999,"A320(MEDIUM)","Departure","PBN","1","PEVAL.1","LDSP"
"F_CTN381","LIRF","LDSP",380.15,131.39999,"DH8D(MEDIUM)","Arrival","PBN","1","VAPUP","LDSP"
"F_AEE785","LDDU","LGAV",974.93,78.7,"A319(MEDIUM)","Departure","PBN","1","MOKUN","LDDU"
"F_EZY31TJ","EGKK","LDSP",720.95,216.5,"A320(MEDIUM)","Arrival","PBN","1","SABAD","LDSP"
"F_TRA79L","EHRD","LDPL",442.48,148.60001,"B737(MEDIUM)","Arrival","PBN","1","OUTSIDE.FIR.NW","LDPL"
"F_DLH3CH","LDZA","EDDF",753.02,81.6,"CRJ9(MEDIUM)","Departure","PBN","1","OBUTI","LDZA"
"F_JAF55W","LFRG","LDSB",955.23,260.10001,"E190(MEDIUM)","Arrival","PBN","1","PEVAL","LDSB"
"F_FPG288#2","LDZA","LSGG",442.5,115.4,"G280(MEDIUM)","Departure","PBN","1","PODET","LDZA"
"F_VOE22BV","LDDU","LFRS",1754.1,207.39999,"A319(MEDIUM)","Departure","PBN","1","VELUG","LDDU"
"F_TRA43M","EHRD","LDSP",1028.3,260.10001,"B738(MEDIUM)","Arrival","PBN","1","OUTSIDE.FIR.NW","LDSP"
"F_CTN26T","LDZA","LPPT",1261.1,207.7,"CRJ9(MEDIUM)","Departure","PBN","1","ROTAR","LDZA"
"F_MRONE#2","LFMD","LDZD",291.47,166.5,"F2TH(MEDIUM)","Arrival","PBN","1","LABIN","LDZD"
"F_VJT417","LSZH","LDDU",523.9,325.39999,"G280(MEDIUM)","Arrival","PBN","1","PEVAL","LDDU"
"F_EWG7UT","LDSP","EDDV",1968.15,193.39999,"B738(MEDIUM)","Departure","PBN","1","OUTSIDE.FIR.N","LDSP"
"F_NAX95DB","LDSP","ENBR",2175.85,226.39999,"B738(MEDIUM)","Departure","PBN","1","PETOV","LDSP"
"F_WRC772","LDPL","UKBB",2117.1,184,"A321(MEDIUM)","Departure","PBN","1","KOPRY","LDPL"
"F_9AJIM","LDZD","LOWK",227.53,128.10001,"C525(MEDIUM)","Departure","PBN","1","OUTSIDE.FIR.N","LDZD"
"F_CTN492","LDSP","EGLL",2096.6,240.7,"A320(MEDIUM)","Departure","PBN","1","BUSET","LDSP"
"F_CSA6901","LDSB","LOWI",744.98,253.5,"AT75(MEDIUM)","Departure","PBN","1","GEMKA","LDSB"
"F_EZY2938","LDDU","LIMC",2607.38,353.79999,"A320(MEDIUM)","Departure","PBN","1","ROTAR","LDDU"
"F_DLH1720","EDDM","LDZD",715.38,180.2,"A320(MEDIUM)","Arrival","PBN","1","GIRDA","LDZD"
"F_DLH1UX","EDDM","LDDU",1104.2,298.79999,"A320(MEDIUM)","Arrival","PBN","1","SABAD","LDDU"
"F_EWG2XC","LDSP","EDDL",1983.73,247.8,"A319(MEDIUM)","Departure","PBN","1","PEVAL.1","LDSP"
"F_EZS19DF","LSGG","LDDU",881.8,255.89999,"A320(MEDIUM)","Arrival","PBN","1","TORPO","LDDU"
"F_GMI23TJ","LFBO","LDDU",662.47,184.89999,"A319(MEDIUM)","Arrival","PBN","1","KATTI","LDDU"
"F_VLG24DR","LDSP","LEBL",1930.25,210.7,"A320(MEDIUM)","Departure","PBN","1","BAXON","LDSP"
"F_RYR612B","EDDF","LDRI",235.63,88.3,"B738(MEDIUM)","Arrival","PBN","1","ARMIX","LDRI"
"F_STK67R","LDZD","EGMC",1343.75,170.2,"E195(MEDIUM)","Departure","PBN","1","PEVAL.1","LDZD"
"F_EZY4740#2","LDPL","EDDB",1391.07,123.8,"A319(MEDIUM)","Departure","PBN","1","ALIVO","LDPL"
"F_EZY29XP","LDDU","EDDB",2425.75,317.60001,"A320(MEDIUM)","Departure","PBN","1","OBUTI.1","LDDU"
"F_CTN4HV","LOWW","LDSP",724.12,231.10001,"DH8D(MEDIUM)","Arrival","PBN","1","SABAD","LDSP"
"F_TVS2DE","LDSP","LKPR",2270.23,226.7,"B739(MEDIUM)","Departure","PBN","1","PETOV","LDSP"
"F_IBE32GG","LEMD","LDSP",574.82,161.7,"A321(MEDIUM)","Arrival","PBN","1","TORPO","LDSP"
"F_EZY6270","LDPL","EGGD",1288,101.6,"A320(MEDIUM)","Departure","PBN","1","PEVAL","LDPL"
"F_CTN245T","LOWG","LDSB",899.58,244.7,"DH8D(MEDIUM)","Arrival","PBN","1","LOWG","LDSB"
"F_ADR43B","LDSB","LJLJ",1050.65,216.7,"CRJ9(MEDIUM)","Departure","PBN","1","LJLJ","LDSB"
"F_AEE780","LGAV","LDZA",812.12,265.20001,"DH8D(MEDIUM)","Arrival","PBN","1","PERAN","LDZA"
"F_AFR22CR","LDZA","LFPG",1392.83,115.2,"A320(MEDIUM)","Departure","PBN","1","PODET","LDZA"
"F_TVS4AC","LDDU","LKPR",2868.15,337.20001,"B739(MEDIUM)","Departure","PBN","1","DARZA","LDDU"
"F_AUA684T","LDZA","LOWW",408.95,81.8,"DH8D(MEDIUM)","Departure","PBN","1","OBUTI","LDZA"
"F_EWG9900","EDDL","LDZA",295.2,94.6,"DH8D(MEDIUM)","Arrival","PBN","1","ARGOM","LDZA"
"F_ASL93N","LDDU","LYBE",1073,78.6,"A319(MEDIUM)","Departure","PBN","1","MOKUN","LDDU"
"F_BEL3354","LDSP","EBBR",2214.05,268.89999,"A320(MEDIUM)","Departure","PBN","1","OUTSIDE.FIR.NW","LDSP"
"F_N889JA","LIRQ","LDDU",652,262.20001,"GLEX(MEDIUM)","Arrival","PBN","1","TORPO","LDDU"
"F_PHHRK#2","LDZA","EHRD",148.83,115.6,"P180(MEDIUM)","Departure","PBN","1","PODET","LDZA"
"F_DLH8FR","EDDM","LDSP",756,216.5,"A320(MEDIUM)","Arrival","PBN","1","SABAD","LDSP"
"F_JSY218D","LGMK","LDZA",232.78,247,"C25A(MEDIUM)","Arrival","PBN","1","OSLUD","LDZA"
"F_VOE22DU","LDDU","LFML",1541.57,207.7,"B712(MEDIUM)","Departure","PBN","1","VELUG","LDDU"
"F_TVL5087","LGZA","LDDU",534.37,126.4,"B738(MEDIUM)","Arrival","PBN","1","MOKUN","LDDU"
"F_DLH3NL","EDDM","LDZA",189.12,85.3,"E195(MEDIUM)","Arrival","PBN","1","ARGOM","LDZA"
"F_CTN2840","LDSP","ESNZ",1991.9,226.3,"A320(MEDIUM)","Departure","PBN","1","PETOV","LDSP"
"F_ASL97Y","LDPL","LYBE",751.65,275.79999,"AT72(MEDIUM)","Departure","PBN","1","SOMUN","LDPL"
"F_UAE130","LDZA","OMDB",6487.18,183.5,"B77W(MEDIUM)","Departure","PBN","1","TUVAR.1","LDZA"
"F_AUA79T","LDSP","LOWW",2012.8,230.60001,"A320(MEDIUM)","Departure","PBN","1","OBUTI.2","LDSP"
"F_N123CZ","EGSC","LDSB",239.08,261,"C25B(MEDIUM)","Arrival","PBN","1","PEVAL","LDSB"
"F_AUA72HR","LDDU","LOWW",2425.75,317.60001,"A320(MEDIUM)","Departure","PBN","1","OBUTI.1","LDDU"
"F_VLG6733","LDSP","LIRF",1450.27,128.89999,"A320(MEDIUM)","Departure","PBN","1","VELUG","LDSP"
"F_CTN52R","LDSP","LFPG",1816.55,210.89999,"A319(MEDIUM)","Departure","PBN","1","BAXON","LDSP"
"F_EWG960","EDDK","LDRI",213.65,88.2,"A319(MEDIUM)","Arrival","PBN","1","ARMIX","LDRI"
"F_EWG3LY","EDDK","LDSP",744.83,234.8,"A319(MEDIUM)","Arrival","PBN","1","LABIN","LDSP"
"F_TRA5998","LDPL","EHRD",1279.63,102.3,"B737(MEDIUM)","Departure","PBN","1","PEVAL","LDPL"
"F_EZY21FD","LDSP","EHAM",2020.13,225.3,"A320(MEDIUM)","Departure","PBN","1","SABAD.1","LDSP"
"F_EZS59NC","LSGG","LDSP",548.62,161.7,"A320(MEDIUM)","Arrival","PBN","1","TORPO","LDSP"
"F_IBK6180","LEMD","LDDU",552.65,171.2,"B738(MEDIUM)","Arrival","PBN","1","KATTI","LDDU"
"F_EZS1039","LFSB","LDSP",882.2,216.5,"A319(MEDIUM)","Arrival","PBN","1","SABAD","LDSP"
"F_EZY16XU","LIPZ","LDDU",1873.8,336.10001,"A320(MEDIUM)","Arrival","PBN","1","ROTAR","LDDU"
"F_JAF10A","LDSB","EHRD",1658.75,255.39999,"E190(MEDIUM)","Departure","PBN","1","PEVAL.1","LDSB"
"F_RYR4365","LDRI","EDDF",1560.67,114.8,"B738(MEDIUM)","Departure","PBN","1","ALIVO","LDRI"
"F_CTN475V","LFLL","LDSP",484.02,161.7,"DH8D(MEDIUM)","Arrival","PBN","1","TORPO","LDSP"
"F_CTN384#2","LDDU","LIRF",690.88,170.8,"DH8D(MEDIUM)","Departure","PBN","1","KATTI","LDDU"
"F_SCW11C","EKCH","LDSP",1103,242.60001,"RJ1H(MEDIUM)","Arrival","PBN","1","DARZA","LDSP"
"F_BEL3357","EBBR","LDZD",469.73,173.60001,"SU95(MEDIUM)","Arrival","PBN","1","PEVAL","LDZD"
"F_TVL5087#2","LDDU","LHBP",1924.12,187.10001,"B738(MEDIUM)","Departure","PBN","1","VEBAR","LDDU"
"F_EWG6ZV","EDDS","LDPL",516.33,148.3,"A319(MEDIUM)","Arrival","PBN","1","OUTSIDE.FIR.NW","LDPL"
"F_CTN19H","EDDF","LDZA",226.75,85.3,"A319(MEDIUM)","Arrival","PBN","1","ARGOM","LDZA"
"F_PEV510","LSZR","LDPL",209.95,103.1,"E170(MEDIUM)","Arrival","PBN","1","ROTAR","LDPL"
"F_CTN4462","LDSP","LSZH",920.83,240.60001,"DH8D(MEDIUM)","Departure","PBN","1","BUSET","LDSP"
"F_WZZ1044","EPKT","LDSP",818.72,227.7,"A320(MEDIUM)","Arrival","PBN","1","KOPRY","LDSP"
"F_CTN27D","LDDU","EDDF",2332.02,337,"A319(MEDIUM)","Departure","PBN","1","DARZA","LDDU"
"F_VOE2720","LFST","LDDU",1286.48,322.70001,"B712(MEDIUM)","Arrival","PBN","1","LABIN","LDDU"
"F_EZY17VX","LDSP","EGKK",2093.65,243.10001,"A320(MEDIUM)","Departure","PBN","1","PEVAL.1","LDSP"
"F_N889JA#2","LDDU","LYTV",278.72,30.5,"GLEX(MEDIUM)","Departure","PBN","1","LYTV.1","LDDU"
"F_BTI9PG","EVRA","LDDU",258.77,102.1,"B735(MEDIUM)","Arrival","PBN","1","MOKUN","LDDU"
"F_JSY216D","LGKR","LDZA",285.43,298.10001,"C25A(MEDIUM)","Arrival","PBN","1","AIOSA","LDZA"
"F_TRA37X","LDSP","EHRD",2266,240.7,"B738(MEDIUM)","Departure","PBN","1","BUSET","LDSP"
"F_LGL463","ELLX","LDSB",745.95,256.70001,"DH8D(MEDIUM)","Arrival","PBN","1","LABIN","LDSB"
"F_EWG4082","EDLW","LDSP",867.93,260.10001,"A319(MEDIUM)","Arrival","PBN","1","OUTSIDE.FIR.NW","LDSP"
"F_DLH5NV","EDDF","LDDU",1104.2,298.79999,"A320(MEDIUM)","Arrival","PBN","1","SABAD","LDDU"
"F_CTN3RC","LDDU","LGAV",627.95,76.6,"CRJ9(MEDIUM)","Departure","PBN","1","MOKUN","LDDU"
"F_AFR62TY","LDDU","LFPG",2380.1,346.10001,"A319(MEDIUM)","Departure","PBN","1","PEVAL.1","LDDU"
"F_DLH1721","LDZD","EDDM",1655.67,168.7,"A320(MEDIUM)","Departure","PBN","1","BUSET","LDZD"
"F_GMI87QS","LDDU","LFBO",1747.02,196.2,"A319(MEDIUM)","Departure","PBN","1","XOLTA","LDDU"
"F_RYR15QH","LDZD","EDJA",1820.67,170,"B738(MEDIUM)","Departure","PBN","1","PEVAL.1","LDZD"
"F_AEE781","LDZA","LGAV",894.35,241.39999,"DH8D(MEDIUM)","Departure","PBN","1","NILKU","LDZA"
"F_DLH4LT","EDDF","LDSP",1177.78,229.2,"A321(MEDIUM)","Arrival","PBN","1","ARMIX","LDSP"
"F_EZY9006","LDSP","EGKK",1983.73,247.8,"A319(MEDIUM)","Departure","PBN","1","PEVAL.1","LDSP"
"F_CTN433","EDDT","LDSP",681.13,216.60001,"A319(MEDIUM)","Arrival","PBN","1","SABAD","LDSP"
"F_EWG961","LDRI","EDDK",1367.3,115.5,"A319(MEDIUM)","Departure","PBN","1","ALIVO","LDRI"
"F_DLH5YW","EDDF","LDPL",307.83,149,"CRJ9(MEDIUM)","Arrival","PBN","1","OUTSIDE.FIR.NW","LDPL"
"F_EWG9901","LDZA","EDDL",412.77,81.7,"DH8D(MEDIUM)","Departure","PBN","1","OBUTI","LDZA"
"F_DLH7VT","LDDU","EDDM",2474.62,325.29999,"A320(MEDIUM)","Departure","PBN","1","SABAD","LDDU"
"F_IBE3277","LDSP","LEMD",1765.12,129.3,"A321(MEDIUM)","Departure","PBN","1","VELUG","LDSP"
"F_EZS61CU","LDDU","LSGG",2607.38,353.79999,"A320(MEDIUM)","Departure","PBN","1","ROTAR","LDDU"
"F_EXS24K","EGNM","LDSP",1095,260.10001,"B733(MEDIUM)","Arrival","PBN","1","OUTSIDE.FIR.NW","LDSP"
"F_DLH1EN","LDZA","EDDM",1072.32,115.3,"E195(MEDIUM)","Departure","PBN","1","PODET","LDZA"
"F_JFA74A","LIRZ","LDSB",129.42,183.10001,"PC12(MEDIUM)","Arrival","PBN","1","TORPO","LDSB"
"F_LOT565","EPWA","LDDU",1001.23,253.39999,"E195(MEDIUM)","Arrival","PBN","1","BAREB","LDDU"
"F_SCW7D","ESGG","LDSP",848.15,214.10001,"RJ1H(MEDIUM)","Arrival","PBN","1","DARZA","LDSP"
"F_CSA6900","LOWI","LDSB",546.47,221.89999,"AT75(MEDIUM)","Arrival","PBN","1","SABAD","LDSB"
"F_QTR2N","LDZA","OTHH",1780.8,183.89999,"A320(MEDIUM)","Departure","PBN","1","TUVAR.1","LDZA"
"F_DLH1717","LDSP","EDDM",2018.4,223,"A320(MEDIUM)","Departure","PBN","1","DARZA","LDSP"
"F_SCW8270","ESOE","LDSP",994.17,242.39999,"RJ1H(MEDIUM)","Arrival","PBN","1","KOPRY","LDSP"
"F_EWG51V","LDSP","EDDK",1983.73,247.8,"A319(MEDIUM)","Departure","PBN","1","PEVAL.1","LDSP"
"F_CTN438","LDSP","EDDM",913.92,239.2,"DH8D(MEDIUM)","Departure","PBN","1","ALIVO","LDSP"
"F_EZY24QL","EGGW","LDSP",681.72,216.5,"A320(MEDIUM)","Arrival","PBN","1","SABAD","LDSP"
"F_EZY969B","EDDT","LDPL",601.67,211.7,"A320(MEDIUM)","Arrival","PBN","1","PETOV","LDPL"
"F_IBE31ZA","LEMD","LDDU",502.23,171.2,"A320(MEDIUM)","Arrival","PBN","1","KATTI","LDDU"
"F_EZS1320","LDSP","LSGG",2002.28,220.39999,"A320(MEDIUM)","Departure","PBN","1","BAXON","LDSP"
"F_EWG2AL","LDPL","EDDS",1215.98,102,"A319(MEDIUM)","Departure","PBN","1","PEVAL","LDPL"
"F_EZS94DN","LDSP","LFSB",2010.3,251.60001,"A319(MEDIUM)","Departure","PBN","1","ROTAR.1","LDSP"
"F_SAS7341","ENVA","LDSP",811.85,219.39999,"B738(MEDIUM)","Arrival","PBN","1","DARZA","LDSP"
"F_PEV511","LDPL","LSZR",785.45,102,"E170(MEDIUM)","Departure","PBN","1","PEVAL","LDPL"
"F_CTN464","LDZA","LSZH",518.37,115.5,"DH8D(MEDIUM)","Departure","PBN","1","PODET","LDZA"
"F_EWG7984","EDDH","LDSP",821.63,240.3,"A320(MEDIUM)","Arrival","PBN","1","SABAD","LDSP"
"F_CTN414","LDZA","EDDF",1095.08,81.9,"A319(MEDIUM)","Departure","PBN","1","OBUTI","LDZA"
"F_SCW12C","LDSP","EKCH",1946.37,243.7,"RJ1H(MEDIUM)","Departure","PBN","1","OUTSIDE.FIR.NE.1","LDSP"
"F_IBK6181","LDDU","LEMD",1850.83,171.10001,"B738(MEDIUM)","Departure","PBN","1","KATTI","LDDU"
"F_BEL3358","LDZD","EBBR",1312.22,170.10001,"SU95(MEDIUM)","Departure","PBN","1","PEVAL.1","LDZD"
"F_SAS7476","LDPL","ENGM",1430.4,113.5,"B737(MEDIUM)","Departure","PBN","1","GIRDA","LDPL"
"F_EWG9970","EDDL","LDZD",489.82,168.7,"A319(MEDIUM)","Arrival","PBN","1","PEVAL","LDZD"
"F_CTN336","LDSP","LYBE",786.45,204.5,"DH8D(MEDIUM)","Departure","PBN","1","SOMUN","LDSP"
"F_SAS1825","ESSA","LDSP",724.07,227.89999,"A20N(MEDIUM)","Arrival","PBN","1","KOPRY","LDSP"
"F_SAS1881","ESSA","LDPL",592.78,192.39999,"B736(MEDIUM)","Arrival","PBN","1","OUTSIDE.FIR.NE","LDPL"
"F_EZY63AL","LDDU","LIPZ",2559.88,344.39999,"A320(MEDIUM)","Departure","PBN","1","LABIN","LDDU"
"F_JAF83X#2","LYPG","LDDU",853.12,83.1,"B738(MEDIUM)","Arrival","PBN","1","LYPG","LDDU"
"F_LGL464","LDSB","ELLX",698.83,174.39999,"DH8D(MEDIUM)","Departure","PBN","1","TORPO","LDSB"
"F_AFL2048","UUEE","LDSP",783.5,227.7,"A320(MEDIUM)","Arrival","PBN","1","KOPRY","LDSP"
"F_BTI4TV","LDDU","EVRA",1091.15,78.2,"B735(MEDIUM)","Departure","PBN","1","MOKUN","LDDU"
"F_LGL415","ELLX","LDDU",955.42,322.79999,"DH8D(MEDIUM)","Arrival","PBN","1","LABIN","LDDU"
"F_LDM26","EDDT","LDRI",235.63,88.3,"B738(MEDIUM)","Arrival","PBN","1","ARMIX","LDRI"
"F_EDW42F","LSZH","LDPL",234.88,103.1,"A320(MEDIUM)","Arrival","PBN","1","ROTAR","LDPL"
"F_CFG9TK","EDDF","LDDU",1226.03,298.79999,"B733(MEDIUM)","Arrival","PBN","1","SABAD","LDDU"
"F_SAS7687","ESSA","LDSP",689.4,227.89999,"A20N(MEDIUM)","Arrival","PBN","1","KOPRY","LDSP"
"F_SAS7475","ENGM","LDPL",568.37,186.8,"B737(MEDIUM)","Arrival","PBN","1","OUTSIDE.FIR.NE","LDPL"
"F_THY2HK","LTBA","LDZA",1021.95,244.89999,"A320(MEDIUM)","Arrival","PBN","1","OUTSIDE.FIR.E","LDZA"
"F_CTN385#2","LIRF","LDDU",579.1,185,"DH8D(MEDIUM)","Arrival","PBN","1","KATTI","LDDU"
"F_WZZ1071","LDSP","EPWA",1923.65,206.2,"A320(MEDIUM)","Departure","PBN","1","VEBAL.3","LDSP"
"F_TVF40JQ","LFPO","LDDU",1217.65,286.10001,"B738(MEDIUM)","Arrival","PBN","1","NIKOL","LDDU"
"F_EWG6UC","EDDH","LDPL",354.9,148.3,"A319(MEDIUM)","Arrival","PBN","1","OUTSIDE.FIR.NW","LDPL"
"F_RYR1963","EDJA","LDZD",611.4,168.60001,"B738(MEDIUM)","Arrival","PBN","1","PEVAL","LDZD"
"F_VOE1239","LDDU","LIPZ",2169.67,345.10001,"B712(MEDIUM)","Departure","PBN","1","LABIN","LDDU"
"F_EWG5GW","LDSP","EDLW",1887.9,225.89999,"A319(MEDIUM)","Departure","PBN","1","SABAD.1","LDSP"
"F_SAS7495","ENGM","LDSP",909.22,227.8,"B738(MEDIUM)","Arrival","PBN","1","KOPRY","LDSP"
"F_EWG3CN","EDDL","LDRI",182.2,88.3,"A320(MEDIUM)","Arrival","PBN","1","ARMIX","LDRI"
"F_SAS7397","ENAL","LDSP",930.72,224.8,"B738(MEDIUM)","Arrival","PBN","1","NEMEK","LDSP"
"F_TFL147","EHAM","LDPL",317.27,103.1,"B738(MEDIUM)","Arrival","PBN","1","ROTAR","LDPL"
"F_JTG363","EKCH","LDPL",753.97,202.3,"B737(MEDIUM)","Arrival","PBN","1","OUTSIDE.FIR.NE","LDPL"
"F_LOT613","EPWA","LDZA",229.25,109.8,"E195(MEDIUM)","Arrival","PBN","1","KOPRY","LDZA"
"F_CTN304","LDSP","LGAV",1713.53,189.60001,"A319(MEDIUM)","Departure","PBN","1","PETAK","LDSP"
"F_DLH1AH","LDPL","EDDF",916.78,112.7,"CRJ9(MEDIUM)","Departure","PBN","1","PEVAL","LDPL"
"F_DCAWR#2","EDDV","LDSP",338.87,288.5,"C560(MEDIUM)","Arrival","PBN","1","OUTSIDE.FIR.NW","LDSP"
"F_CTN436","LDZA","EDDM",527.17,115.4,"DH8D(MEDIUM)","Departure","PBN","1","PODET","LDZA"
"F_NAX6RA","ENVA","LDDU",1163.73,289,"B738(MEDIUM)","Arrival","PBN","1","VEBAL","LDDU"
"F_SCW19Y","ESSP","LDSP",1080.77,265.39999,"RJ1H(MEDIUM)","Arrival","PBN","1","BAREB","LDSP"
"F_LOT566","LDDU","EPWA",867.5,76.8,"E195(MEDIUM)","Departure","PBN","1","MOKUN","LDDU"
"F_ASL16G","LYBE","LDZA",475.87,206.7,"AT72(MEDIUM)","Arrival","PBN","1","TUVAR","LDZA"
"F_EZY6431","EGNT","LDSP",728,216.5,"A319(MEDIUM)","Arrival","PBN","1","SABAD","LDSP"
"F_CSA6903","LDSB","LOWW",699.57,235.7,"AT75(MEDIUM)","Departure","PBN","1","OBUTI.1","LDSB"
"F_CFG8KL","EDDF","LDZD",807.55,197.89999,"A319(MEDIUM)","Arrival","PBN","1","OUTSIDE.FIR.NW","LDZD"
"F_CTN82W","EGLL","LDZA",201.13,85.3,"A320(MEDIUM)","Arrival","PBN","1","ARGOM","LDZA"
"F_DLH6YC","LDSP","EDDF",2541.62,246.7,"A321(MEDIUM)","Departure","PBN","1","BUSET","LDSP"
"F_EWG7970","EDDH","LDZD",502.18,174.60001,"A319(MEDIUM)","Arrival","PBN","1","BUSET","LDZD"
"F_EXS246","LDSP","EGNM",1735.2,189.39999,"B733(MEDIUM)","Departure","PBN","1","OUTSIDE.FIR.N.1","LDSP"
"F_EWG8RF","EDDT","LDSP",681.13,216.60001,"A319(MEDIUM)","Arrival","PBN","1","SABAD","LDSP"
"F_DLH8LC","LDDU","EDDF",2482.95,325.39999,"A320(MEDIUM)","Departure","PBN","1","SABAD","LDDU"
"F_EWG1MZ","EDDM","LDDU",1153.78,315.10001,"A319(MEDIUM)","Arrival","PBN","1","BUSET","LDDU"
"F_BAW896","EGLL","LDPL",190.03,103.1,"A320(MEDIUM)","Arrival","PBN","1","ROTAR","LDPL"
"F_EXS82K","EGPH","LDPL",290.1,103.1,"B733(MEDIUM)","Arrival","PBN","1","ROTAR","LDPL"
"F_EZY85FQ","EGKK","LDDU",1125.3,325.39999,"A319(MEDIUM)","Arrival","PBN","1","PEVAL","LDDU"
"F_EZY94XF","EGKK","LDSP",744.83,234.8,"A319(MEDIUM)","Arrival","PBN","1","LABIN","LDSP"
